YÝL,BOLGE_KODU,BOLGE_ADÝ,TOPLAM_URT,TOPLAM_TK,HÝDROLÝK_URT,RESMÝ_DAÝRE_TK,SANAYÝ_ÝSLETME_TK,TERMAL_URT,TÝCARETHANE_TK,MESKEN_TK,TARIMSAL_SULAMA_TK,SANTÝYE_TK,SOKAK_AYDÝNLATMA_TK,DIGER_TK,KÝSÝBASÝ_TOPLAM_TK,KÝSÝBASÝ_SANAYÝ_TK,KÝSÝBASÝ_MESKEN_TK,LAT,LON
1995,TRA11,Erzurum,31.6,293998,26.2,38995,79031,5.4,18038,91918,2591,2025,18163,43237,,,,39.90861,41.27694
1996,TRA11,Erzurum,31.6,322951,26.2,38841,115229,5.4,23309,115002,3741,2029,18098,6702,,,,39.90861,41.27694
1997,TRA11,Erzurum,31.6,344600,26.2,41056,120889,5.4,24787,125970,3220,3061,20657,4960,,,,39.90861,41.27694
1998,TRA11,Erzurum,31.6,363258,26.2,73610,91034,5.4,32478,134115,2067,3836,22914,3204,,,,39.90861,41.27694
1999,TRA11,Erzurum,33.9,407596,28.5,88614,86736,5.4,36687,141050,2969,4438,44276,2826,,,,39.90861,41.27694
2000,TRA11,Erzurum,52.9,473038,47.5,68536,122821,5.4,38795,157010,4530,5997,68017,7332,,,,39.90861,41.27694
2001,TRA11,Erzurum,52.5,495486,47.1,65785,133341,5.4,41931,173420,4183,7066,65894,3866,,,,39.90861,41.27694
2002,TRA11,Erzurum,52.5,514937,47.1,55409,93838,5.4,41524,162270,1815,,83044,77037,,,,39.90861,41.27694
2003,TRA11,Erzurum,52.5,531131,47.1,62751,95367,5.4,46807,167618,4209,,88931,65448,,,,39.90861,41.27694
2004,TRA11,Erzurum,52.5,548713,47.1,67575,90557,5.4,70046,188847,2338,,65545,63805,,,,39.90861,41.27694
2005,TRA11,Erzurum,52.5,603119,47.1,154292,91972,5.4,65577,210984,2306,,36085,41903,,,,39.90861,41.27694
2006,TRA11,Erzurum,,656535,,169286,88422,,75268,261833,2983,,51387,7355,,,,39.90861,41.27694
2007,TRA11,Erzurum,,716127,,163744,127761,,82747,264623,2985,,59423,14845,912,163,337,39.90861,41.27694
2008,TRA11,Erzurum,,832558,,152896,159943,,114262,321327,4191,,56036,23903,1074,206,415,39.90861,41.27694
2009,TRA11,Erzurum,,838506,,161753,178965,,94000,325126,2613,,54914,21135,1083,231,420,39.90861,41.27694
2010,TRA11,Erzurum,,927531,,130619,226369,,119460,361758,3839,,48363,37122,1206,294,470,39.90861,41.27694
2011,TRA11,Erzurum,,1010556,,161652,256847,,117239,367076,4088,,72857,30797,1294,329,470,39.90861,41.27694
2012,TRA11,Erzurum,,1011718,,157313,206534,,171275,362482,4588,,58823,50703,1300,265,466,39.90861,41.27694
2013,TRA11,Erzurum,,889278,,98977,258998,,137869,308991,4355,,45999,34090,1160,338,403,39.90861,41.27694
2014,TRA11,Erzurum,,998179,,113559,300379,,159925,336191,3255,,44868,40003,1308,394,440,39.90861,41.27694
2015,TRA11,Erzurum,,955077,,89646,292812,,171134,310924,3251,,50338,36970,1253,384,408,39.90861,41.27694
1995,TRA12,Erzincan,22.3,120193,18,8329,18999,4.3,6321,40677,15471,3222,12092,15082,,,,39.73919,39.49015
1996,TRA12,Erzincan,22.3,125759,18,9914,30511,4.3,7663,42982,16809,1075,12731,4074,,,,39.73919,39.49015
1997,TRA12,Erzincan,22.3,139728,18,14678,28707,4.3,9241,47446,19852,1337,13813,4654,,,,39.73919,39.49015
1998,TRA12,Erzincan,22.3,148048,18,14661,33699,4.3,10192,49156,20090,1265,15003,3982,,,,39.73919,39.49015
1999,TRA12,Erzincan,22.2,150554,18,14227,31408,4.2,15537,40684,20270,1018,15573,11837,,,,39.73919,39.49015
2000,TRA12,Erzincan,22.2,154557,18,26760,28999,4.2,10134,44398,22230,1470,17111,3455,,,,39.73919,39.49015
2001,TRA12,Erzincan,32,156040,27.8,20760,27097,4.2,10134,53398,22230,1470,17111,3840,,,,39.73919,39.49015
2002,TRA12,Erzincan,33.1,155672,29,16136,16160,4.1,16297,58681,19175,,17258,11965,,,,39.73919,39.49015
2003,TRA12,Erzincan,33.1,159337,29,17726,16157,4.1,17504,59863,19569,,17624,10894,,,,39.73919,39.49015
2004,TRA12,Erzincan,33,158642,29,17316,15570,4,18734,62507,10437,,13396,20682,,,,39.73919,39.49015
2005,TRA12,Erzincan,47.2,170304,43.2,18450,14008,4,20107,67916,8164,,14230,27429,,,,39.73919,39.49015
2006,TRA12,Erzincan,,184552,,20101,18847,,34360,75500,6669,,15971,13103,,,,39.73919,39.49015
2007,TRA12,Erzincan,,196704,,21655,20284,,40164,79947,7512,,14121,13022,921,95,374,39.73919,39.49015
2008,TRA12,Erzincan,,216673,,22156,17387,,31928,87856,11895,,12443,33008,1029,83,417,39.73919,39.49015
2009,TRA12,Erzincan,,239713,,25141,37514,,31684,89351,9669,,15481,30873,1124,176,419,39.73919,39.49015
2010,TRA12,Erzincan,,265546,,25932,48021,,36600,91492,14684,,14688,34129,1180,213,407,39.73919,39.49015
2011,TRA12,Erzincan,,305322,,29841,84403,,34814,94169,10665,,16510,34919,1418,392,437,39.73919,39.49015
2012,TRA12,Erzincan,,317542,,33909,81756,,40925,95450,12725,,16750,36029,1457,375,438,39.73919,39.49015
2013,TRA12,Erzincan,,310065,,29529,89850,,52770,95911,9765,,18913,13326,1409,408,436,39.73919,39.49015
2014,TRA12,Erzincan,,326029,,38543,80125,,60957,97211,10663,,17909,20621,1458,358,435,39.73919,39.49015
2015,TRA12,Erzincan,,356047,,39050,88287,,77437,103455,5591,,17946,24281,1597,396,464,39.73919,39.49015
1995,TRA13,Bayburt,,24954,,2789,1441,,1239,13379,63,289,5095,659,,,,40.25631,40.22289
1996,TRA13,Bayburt,,26044,,1860,2655,,1579,14379,97,423,4757,294,,,,40.25631,40.22289
1997,TRA13,Bayburt,,27599,,3401,1379,,1590,14516,18,540,5527,628,,,,40.25631,40.22289
1998,TRA13,Bayburt,0.4,31429,0.4,1453,1875,,2486,18324,455,607,5553,676,,,,40.25631,40.22289
1999,TRA13,Bayburt,,32827,,3650,1480,,2225,17392,721,341,6126,892,,,,40.25631,40.22289
2000,TRA13,Bayburt,0.4,40712,0.4,2762,1249,,3207,20041,4264,350,6761,2078,,,,40.25631,40.22289
2001,TRA13,Bayburt,0.4,40122,0.4,2674,2321,,2767,19511,3411,1223,6711,1504,,,,40.25631,40.22289
2002,TRA13,Bayburt,0.4,41276,0.4,2573,2719,,3354,20696,2305,,6982,2647,,,,40.25631,40.22289
2003,TRA13,Bayburt,0.4,42196,0.4,2259,3168,,3445,21450,1347,,6886,3641,,,,40.25631,40.22289
2004,TRA13,Bayburt,0.4,44188,0.4,2453,3973,,3733,22682,685,,6092,4570,,,,40.25631,40.22289
2005,TRA13,Bayburt,0.4,46572,0.4,5003,5968,,4271,23978,588,,5246,1519,,,,40.25631,40.22289
2006,TRA13,Bayburt,,53655,,4756,3913,,6197,29970,831,,4675,3314,,,,40.25631,40.22289
2007,TRA13,Bayburt,,56406,,4895,4258,,7949,29697,594,,5441,3572,736,56,388,40.25631,40.22289
2008,TRA13,Bayburt,,58827,,4566,7004,,8117,31028,556,,5109,2447,777,93,410,40.25631,40.22289
2009,TRA13,Bayburt,,61433,,5907,4468,,8253,32308,88,,5634,4774,822,60,432,40.25631,40.22289
2010,TRA13,Bayburt,,69643,,6483,9095,,8802,33219,92,,5417,6536,936,122,446,40.25631,40.22289
2011,TRA13,Bayburt,,75694,,7404,12436,,9987,35833,61,,6502,3472,987,162,467,40.25631,40.22289
2012,TRA13,Bayburt,,70815,,7875,6117,,12191,32833,69,,7468,4263,934,81,433,40.25631,40.22289
2013,TRA13,Bayburt,,76181,,9589,10408,,11462,35825,65,,7402,1430,1007,138,474,40.25631,40.22289
2014,TRA13,Bayburt,,82038,,11317,11850,,12890,37452,172,,7520,836,1018,147,465,40.25631,40.22289
2015,TRA13,Bayburt,,83490,,14985,7213,,19739,33163,154,,7436,800,1063,92,422,40.25631,40.22289
1995,TRA21,Aðri,10.8,85403,0.4,17236,10794,10.4,2445,40750,,504,5969,7705,,,,39.71944,43.05139
1996,TRA21,Aðri,10.8,80554,0.4,15904,15075,10.4,4142,38506,,421,6506,,,,,39.71944,43.05139
1997,TRA21,Aðri,10.4,128527,,17329,16518,10.4,5007,67150,2823,496,9686,9518,,,,39.71944,43.05139
1998,TRA21,Aðri,10.4,136835,,20936,27118,10.4,8117,63351,,972,9824,6517,,,,39.71944,43.05139
1999,TRA21,Aðri,10.4,185791,,20936,17515,10.4,19623,63351,,,15240,49126,,,,39.71944,43.05139
2000,TRA21,Aðri,10.4,212358,,25212,18238,10.4,13291,96614,,1989,22305,34709,,,,39.71944,43.05139
2001,TRA21,Aðri,10.4,252014,,26206,18906,10.4,19203,123321,,9126,15252,40000,,,,39.71944,43.05139
2002,TRA21,Aðri,10.4,231187,,20452,22110,10.4,13464,76350,2100,,56521,40190,,,,39.71944,43.05139
2003,TRA21,Aðri,10.5,268529,,31104,16122,10.5,20501,125881,,,63817,11104,,,,39.71944,43.05139
2004,TRA21,Aðri,10.5,281807,,30186,17590,10.5,31423,126748,1182,,67727,6951,,,,39.71944,43.05139
2005,TRA21,Aðri,10.6,250213,,27720,16391,10.6,17326,116477,1055,,63225,8018,,,,39.71944,43.05139
2006,TRA21,Aðri,,241275,,37672,14042,,31420,130648,,,16641,10852,,,,39.71944,43.05139
2007,TRA21,Aðri,,236338,,43201,14146,,29165,103846,,,35000,10980,445,27,196,39.71944,43.05139
2008,TRA21,Aðri,,262439,,31585,15021,,22967,131873,,,18387,42605,493,28,248,39.71944,43.05139
2009,TRA21,Aðri,,286950,,32702,17110,,27211,127154,0,,67619,15153,534,32,236,39.71944,43.05139
2010,TRA21,Aðri,,311838,,67935,11011,,40087,119992,90,,47219,25504,575,20,221,39.71944,43.05139
2011,TRA21,Aðri,,345438,,42593,12300,,80527,150922,60,,23952,35085,622,22,272,39.71944,43.05139
2012,TRA21,Aðri,,293873,,36436,7502,,72448,127544,50,,20242,29651,532,14,231,39.71944,43.05139
2013,TRA21,Aðri,,259592,,41911,22576,,39955,129612,61,,8321,17156,471,41,235,39.71944,43.05139
2014,TRA21,Aðri,,316464,,61273,20851,,54265,160157,82,,11784,8052,576,38,291,39.71944,43.05139
2015,TRA21,Aðri,,320447,,60914,15238,,53919,165603,1136,,14507,9130,586,28,303,39.71944,43.05139
1995,TRA22,Kars,22.2,105184,15.8,15826,36163,6.4,3585,30802,9,269,13366,5164,,,,40.60199,43.09495
1996,TRA22,Kars,22.2,108739,15.8,12795,43110,6.4,3450,30086,,829,14348,4121,,,,40.60199,43.09495
1997,TRA22,Kars,22.3,126481,15.9,15541,51049,6.4,3019,44632,3,669,10950,618,,,,40.60199,43.09495
1998,TRA22,Kars,22.3,143519,15.9,15543,68597,6.4,4577,36335,11,1025,11195,6236,,,,40.60199,43.09495
1999,TRA22,Kars,21.9,150225,15.9,14018,52135,6,6238,46493,7,1041,28098,2195,,,,40.60199,43.09495
2000,TRA22,Kars,21.9,162779,15.9,15993,60903,6,6324,47832,7,880,22080,8760,,,,40.60199,43.09495
2001,TRA22,Kars,21.9,159168,15.9,16858,52333,6,6231,48443,10,880,22938,11475,,,,40.60199,43.09495
2002,TRA22,Kars,33.1,179044,27.1,17245,55670,6,10222,53275,12,,29024,13596,,,,40.60199,43.09495
2003,TRA22,Kars,33.1,180596,27.1,26165,54309,6,7987,52701,15,,23083,16336,,,,40.60199,43.09495
2004,TRA22,Kars,33.1,190444,27.1,21724,62859,6,11007,49549,5,,25867,19433,,,,40.60199,43.09495
2005,TRA22,Kars,33,207136,27,21329,65120,6,12924,60866,160,,22853,23884,,,,40.60199,43.09495
2006,TRA22,Kars,,220510,,26439,60376,,17693,73687,77,,23812,18426,,,,40.60199,43.09495
2007,TRA22,Kars,,237645,,27121,62693,,22323,84601,41,,25295,15573,761,201,271,40.60199,43.09495
2008,TRA22,Kars,,257400,,23850,58535,,25449,69839,216,,27094,52418,825,188,224,40.60199,43.09495
2009,TRA22,Kars,,258740,,31729,58944,,24683,98732,102,,27407,17143,844,192,322,40.60199,43.09495
2010,TRA22,Kars,,266459,,33211,61553,,27379,103093,68,,23990,17166,883,204,342,40.60199,43.09495
2011,TRA22,Kars,,273471,,34960,63019,,29120,107268,122,,21024,17958,894,206,351,40.60199,43.09495
2012,TRA22,Kars,,281248,,36073,62678,,30219,109188,331,,18595,24164,923,206,358,40.60199,43.09495
2013,TRA22,Kars,,269064,,36409,73685,,34420,104415,39,,13094,7001,894,245,347,40.60199,43.09495
2014,TRA22,Kars,,280896,,37932,72793,,39580,110115,301,,12702,7471,947,246,371,40.60199,43.09495
2015,TRA22,Kars,,273878,,38904,89299,,40568,85576,299,,11161,8070,936,305,292,40.60199,43.09495
1995,TRA24,Ardahan,,21874,,,,,,,,,,,,,,41.10871,42.70222
1996,TRA24,Ardahan,,25044,,3752,702,,1987,15309,,22,2501,771,,,,41.10871,42.70222
1997,TRA24,Ardahan,,23925,,3675,1445,,2117,14145,1,703,1823,16,,,,41.10871,42.70222
1998,TRA24,Ardahan,,27318,,6398,1739,,4963,9937,,141,3914,226,,,,41.10871,42.70222
1999,TRA24,Ardahan,,33151,,4697,539,,3186,19800,,446,4130,353,,,,41.10871,42.70222
2000,TRA24,Ardahan,,38049,,6988,821,,2630,21966,,618,4210,816,,,,41.10871,42.70222
2001,TRA24,Ardahan,,41944,,6792,993,,2805,20839,315,2707,5705,1788,,,,41.10871,42.70222
2002,TRA24,Ardahan,,43213,,10822,500,,3384,20574,,,6451,1482,,,,41.10871,42.70222
2003,TRA24,Ardahan,,46119,,8598,540,,4164,21866,,,5471,5480,,,,41.10871,42.70222
2004,TRA24,Ardahan,,50232,,8796,594,,7957,22750,,,6361,3774,,,,41.10871,42.70222
2005,TRA24,Ardahan,,53455,,10096,670,,9341,25298,,,6225,1825,,,,41.10871,42.70222
2006,TRA24,Ardahan,,59159,,10693,446,,7879,29535,,,4759,5846,,,,41.10871,42.70222
2007,TRA24,Ardahan,,63957,,11387,850,,6463,31779,,,4887,8591,567,8,282,41.10871,42.70222
2008,TRA24,Ardahan,,72606,,11582,283,,12648,36837,,,6707,4550,647,3,328,41.10871,42.70222
2009,TRA24,Ardahan,,75669,,10630,466,,11964,38473,0,,6962,7173,700,4,356,41.10871,42.70222
2010,TRA24,Ardahan,,82251,,11489,556,,12273,42948,,,7048,7936,780,5,407,41.10871,42.70222
2011,TRA24,Ardahan,,92581,,17845,7279,,15043,41562,0,,7118,3734,862,68,387,41.10871,42.70222
2012,TRA24,Ardahan,,98105,,19562,8217,,11907,44805,0,,7147,6468,920,77,420,41.10871,42.70222
2013,TRA24,Ardahan,,94097,,15975,11628,,14786,39973,,,8328,3407,916,113,389,41.10871,42.70222
2014,TRA24,Ardahan,,108088,,16088,17327,,18479,42938,5,,9388,3861,1072,172,426,41.10871,42.70222
2015,TRA24,Ardahan,,104161,,16384,12050,,20815,42495,,,8658,3759,1049,121,428,41.10871,42.70222
1995,TRB11,Malatya,7.3,463451,0.8,71864,200640,6.5,19265,124903,14395,791,27285,4308,,,,38.35018,38.31667
1996,TRB11,Malatya,7.3,517990,0.8,67312,241675,6.5,23645,133351,18166,2039,29800,2002,,,,38.35018,38.31667
1997,TRB11,Malatya,7.6,570062,1.1,79117,269449,6.5,26850,140959,17011,3055,32746,875,,,,38.35018,38.31667
1998,TRB11,Malatya,7.8,603511,1.3,85103,270874,6.5,32165,154371,21864,3554,35207,373,,,,38.35018,38.31667
1999,TRB11,Malatya,7.6,626714,1.1,91853,245793,6.5,39450,177619,32105,2341,37209,344,,,,38.35018,38.31667
2000,TRB11,Malatya,7.8,715434,1.3,93155,319481,6.5,50248,182032,28864,2987,37092,1575,,,,38.35018,38.31667
2001,TRB11,Malatya,7.8,733494,1.3,99808,324864,6.5,49544,185683,29495,3163,38335,2602,,,,38.35018,38.31667
2002,TRB11,Malatya,24.9,774244,18.2,66743,375022,6.7,49316,189211,42077,,41613,10262,,,,38.35018,38.31667
2003,TRB11,Malatya,38.1,770414,31.4,94301,340430,6.7,57606,198538,31838,,40526,7175,,,,38.35018,38.31667
2004,TRB11,Malatya,38.1,844444,31.4,77163,371719,6.7,95717,212322,33655,,40754,13114,,,,38.35018,38.31667
2005,TRB11,Malatya,38.2,937238,31.5,69365,409109,6.7,111328,232124,48925,,40674,25714,,,,38.35018,38.31667
2006,TRB11,Malatya,,1024819,,79455,460742,,112412,248535,51619,,51614,20443,,,,38.35018,38.31667
2007,TRB11,Malatya,,1118067,,98977,492429,,116627,264068,62006,,56478,27482,1548,682,366,38.35018,38.31667
2008,TRB11,Malatya,,1054274,,80618,386154,,134530,288469,72417,,62437,29648,1437,526,393,38.35018,38.31667
2009,TRB11,Malatya,,1022546,,76554,387800,,129981,294075,69305,,31452,33378,1388,526,399,38.35018,38.31667
2010,TRB11,Malatya,,1124362,,87887,425780,,148317,312104,61612,,28759,59902,1518,575,421,38.35018,38.31667
2011,TRB11,Malatya,,1185758,,80909,456795,,156852,327226,86977,,35112,41886,1564,603,432,38.35018,38.31667
2012,TRB11,Malatya,,1274258,,97066,531297,,175901,332486,80439,,35108,21962,1671,697,436,38.35018,38.31667
2013,TRB11,Malatya,,1347144,,92924,544900,,178390,381585,70424,,42814,36106,1767,715,500,38.35018,38.31667
2014,TRB11,Malatya,,1504805,,119237,578105,,219343,418886,84191,,45880,39163,1955,751,544,38.35018,38.31667
2015,TRB11,Malatya,,1443721,,147010,488182,,249054,390987,88580,,41391,38516,1868,632,506,38.35018,38.31667
1995,TRB12,Elazið,1333.6,667481,1330,48812,465927,3.6,13321,87993,6902,4131,20957,19438,,,,38.67431,39.22321
1996,TRB12,Elazið,1333.6,741237,1330,51008,528756,3.6,18835,100654,6638,3952,23554,7840,,,,38.67431,39.22321
1997,TRB12,Elazið,1333.6,831610,1330,57302,589054,3.6,23669,115200,8092,4829,27008,6456,,,,38.67431,39.22321
1998,TRB12,Elazið,1333.6,844069,1330,57698,598610,3.6,23743,113731,10787,3562,26452,9486,,,,38.67431,39.22321
1999,TRB12,Elazið,1333.6,858937,1330,65887,538410,3.6,29165,134655,13566,2835,23281,51138,,,,38.67431,39.22321
2000,TRB12,Elazið,1333.6,869861,1330,56390,582981,3.6,31572,139491,16567,4107,21081,17672,,,,38.67431,39.22321
2001,TRB12,Elazið,1333.6,641469,1330,55119,154110,3.6,31069,136695,21632,2850,21669,218325,,,,38.67431,39.22321
2002,TRB12,Elazið,1334.1,446659,1330,25278,123557,4.1,34725,133375,56826,,25936,46962,,,,38.67431,39.22321
2003,TRB12,Elazið,1334.1,554659,1330,31731,214713,4.1,39827,140252,52672,,23903,51561,,,,38.67431,39.22321
2004,TRB12,Elazið,1334.1,592898,1330,34019,235147,4.1,46694,153919,48154,,23203,51762,,,,38.67431,39.22321
2005,TRB12,Elazið,1334.1,598388,1330,59037,209953,4.1,43828,164751,42976,,24276,53566,,,,38.67431,39.22321
2006,TRB12,Elazið,,758540,,205612,205297,,57620,180812,49628,,19980,39592,,,,38.67431,39.22321
2007,TRB12,Elazið,,842712,,240543,199261,,63527,213941,61126,,21328,42987,1557,368,395,38.67431,39.22321
2008,TRB12,Elazið,,908592,,255711,212714,,67205,234956,67917,,21692,48397,1659,388,429,38.67431,39.22321
2009,TRB12,Elazið,,817964,,46141,366789,,78683,195907,31074,,30212,69158,1485,666,356,38.67431,39.22321
2010,TRB12,Elazið,,953660,,52673,446007,,93905,236805,24730,,17827,81714,1726,807,428,38.67431,39.22321
2011,TRB12,Elazið,,1153641,,23526,621301,,112064,235092,31007,,43091,87560,2065,1112,421,38.67431,39.22321
2012,TRB12,Elazið,,1167181,,65316,611621,,126197,245843,29936,,26435,61835,2074,1087,437,38.67431,39.22321
2013,TRB12,Elazið,,1424682,,68117,810963,,147036,261253,25883,,25328,86102,2507,1427,460,38.67431,39.22321
2014,TRB12,Elazið,,1299136,,72391,653719,,169875,255668,32629,,32396,82460,2284,1149,450,38.67431,39.22321
2015,TRB12,Elazið,,1297595,,73271,649636,,176707,268553,26873,,31521,71033,2259,1131,468,38.67431,39.22321
1995,TRB13,Bingol,,39066,,7988,1220,,2235,18398,21,354,4089,4761,,,,38.88472,40.49389
1996,TRB13,Bingol,,44188,,9254,5324,,2356,21355,72,467,4635,725,,,,38.88472,40.49389
1997,TRB13,Bingol,,54155,,9925,5358,,2656,22068,91,915,8255,4887,,,,38.88472,40.49389
1998,TRB13,Bingol,,57745,,11514,6275,,3039,24359,77,728,11677,76,,,,38.88472,40.49389
1999,TRB13,Bingol,170,62852,170,13016,1762,,3605,28540,58,587,11752,3532,,,,38.88472,40.49389
2000,TRB13,Bingol,170,74387,170,16649,3036,,4739,35985,131,1347,11118,1382,,,,38.88472,40.49389
2001,TRB13,Bingol,170,84936,170,16773,6278,,5214,31149,179,3241,19239,2863,,,,38.88472,40.49389
2002,TRB13,Bingol,170,93355,170,12735,1797,,5018,42096,1219,,17767,12723,,,,38.88472,40.49389
2003,TRB13,Bingol,170,86333,170,13876,2000,,4577,32784,25,,18012,15059,,,,38.88472,40.49389
2004,TRB13,Bingol,170,85685,170,16156,1714,,5332,37977,19,,15046,9441,,,,38.88472,40.49389
2005,TRB13,Bingol,170,86839,170,17459,1961,,7428,49942,78,,4272,5698,,,,38.88472,40.49389
2006,TRB13,Bingol,,99815,,16643,2551,,10095,55350,61,,8146,6969,,,,38.88472,40.49389
2007,TRB13,Bingol,,111562,,20653,2810,,11562,57372,55,,10495,8614,443,11,228,38.88472,40.49389
2008,TRB13,Bingol,,129108,,21816,2753,,14082,65976,113,,11879,12489,504,11,258,38.88472,40.49389
2009,TRB13,Bingol,,139897,,25436,6869,,16453,69383,96,,11832,9828,547,27,271,38.88472,40.49389
2010,TRB13,Bingol,,140624,,25383,11471,,17764,71182,194,,6842,7787,551,45,279,38.88472,40.49389
2011,TRB13,Bingol,,154553,,21634,15740,,22470,78752,229,,5792,9936,589,60,300,38.88472,40.49389
2012,TRB13,Bingol,,169810,,31422,17176,,25160,84391,160,,7035,4466,647,65,321,38.88472,40.49389
2013,TRB13,Bingol,,194374,,33725,24870,,32254,87251,182,,7829,8263,732,94,329,38.88472,40.49389
2014,TRB13,Bingol,,217529,,27123,22810,,55891,93817,223,,8728,8938,818,86,353,38.88472,40.49389
2015,TRB13,Bingol,,216031,,28236,24467,,57328,93323,178,,8822,3676,809,92,349,38.88472,40.49389
1995,TRB14,Tunceli,,30181,,6893,1753,,1624,11470,74,519,5964,1884,,,,39.09921,39.54351
1996,TRB14,Tunceli,,33348,,8919,4142,,1556,11374,122,1138,5995,102,,,,39.09921,39.54351
1997,TRB14,Tunceli,,41510,,13315,3566,,1747,12727,63,1228,5899,2965,,,,39.09921,39.54351
1998,TRB14,Tunceli,,44831,,15351,6487,,1861,13305,82,1659,5890,196,,,,39.09921,39.54351
1999,TRB14,Tunceli,,49475,,16049,7172,,2218,15559,214,1888,6071,304,,,,39.09921,39.54351
2000,TRB14,Tunceli,0.1,52507,0.1,15989,6549,,3183,17751,92,2256,6150,537,,,,39.09921,39.54351
2001,TRB14,Tunceli,0.1,51888,0.1,15989,5955,,3183,17751,92,2256,6150,512,,,,39.09921,39.54351
2002,TRB14,Tunceli,0.1,51757,0.1,15401,2266,,2997,18660,109,,6459,5865,,,,39.09921,39.54351
2003,TRB14,Tunceli,19.2,54618,19.2,15917,3551,,6322,20902,34,,6074,1818,,,,39.09921,39.54351
2004,TRB14,Tunceli,19.2,55937,19.2,16937,2478,,7304,20553,136,,6182,2347,,,,39.09921,39.54351
2005,TRB14,Tunceli,19.2,60684,19.2,19760,2322,,6964,23224,44,,6633,1735,,,,39.09921,39.54351
2006,TRB14,Tunceli,,66042,,21896,4297,,9016,25565,180,,1864,3223,,,,39.09921,39.54351
2007,TRB14,Tunceli,,72399,,25020,5342,,8825,26974,52,,3959,2226,862,64,321,39.09921,39.54351
2008,TRB14,Tunceli,,80543,,21866,3802,,7992,30924,75,,7793,8089,932,44,358,39.09921,39.54351
2009,TRB14,Tunceli,,81571,,23157,4514,,7652,29366,131,,7746,9004,982,54,354,39.09921,39.54351
2010,TRB14,Tunceli,,81077,,26688,4327,,8175,28224,124,,5833,7705,1057,56,368,39.09921,39.54351
2011,TRB14,Tunceli,,89311,,24519,8454,,11895,32709,246,,7678,3811,1050,99,385,39.09921,39.54351
2012,TRB14,Tunceli,,96682,,29704,12990,,11594,32254,260,,6812,3069,1121,151,374,39.09921,39.54351
2013,TRB14,Tunceli,,100332,,30128,9714,,15885,29737,191,,8437,6239,1174,114,348,39.09921,39.54351
2014,TRB14,Tunceli,,110218,,32969,6582,,20662,35803,322,,8836,5044,1274,76,414,39.09921,39.54351
2015,TRB14,Tunceli,,103510,,31138,3988,,19303,37544,179,,8069,3289,1203,46,436,39.09921,39.54351
1995,TRB21,Van,23.7,165550,17.7,22126,38672,6,9295,66983,98,740,13301,14335,,,,38.49457,43.38323
1996,TRB21,Van,38.7,173127,17.7,23113,44252,21,9668,48648,72,838,14541,31995,,,,38.49457,43.38323
1997,TRB21,Van,38.7,221666,17.7,20181,43423,21,12954,85802,801,930,22436,35139,,,,38.49457,43.38323
1998,TRB21,Van,38.7,216326,17.7,21030,48345,21,13318,90449,718,735,23276,18455,,,,38.49457,43.38323
1999,TRB21,Van,62.7,242963,17.7,24224,36886,45,17495,99353,586,761,45866,17792,,,,38.49457,43.38323
2000,TRB21,Van,61.9,338278,17.7,28307,52014,44.2,28808,123097,422,1432,41135,63063,,,,38.49457,43.38323
2001,TRB21,Van,90,329984,17.7,36062,37481,72.3,24804,133562,1689,1752,65792,28842,,,,38.49457,43.38323
2002,TRB21,Van,91.6,329584,17.7,36653,36715,73.9,20300,111675,337,,91804,32100,,,,38.49457,43.38323
2003,TRB21,Van,90.2,312568,17.7,37701,42967,72.5,23623,110464,245,,63153,34415,,,,38.49457,43.38323
2004,TRB21,Van,63,398266,17.7,39092,49949,45.3,44589,117726,552,,95071,51287,,,,38.49457,43.38323
2005,TRB21,Van,63,358167,17.7,39566,72289,45.3,38141,129251,2305,,69238,7377,,,,38.49457,43.38323
2006,TRB21,Van,,334128,,38546,48086,,53331,140919,1671,,14102,37474,,,,38.49457,43.38323
2007,TRB21,Van,,519743,,48046,42754,,63996,231022,537,,35826,97563,531,44,236,38.49457,43.38323
2008,TRB21,Van,,581504,,54625,71924,,98170,238406,747,,38261,79371,579,72,237,38.49457,43.38323
2009,TRB21,Van,,639627,,74838,56515,,81261,271841,2601,,65343,87227,626,55,266,38.49457,43.38323
2010,TRB21,Van,,725509,,53979,84684,,82215,324458,558,,127734,51882,701,82,313,38.49457,43.38323
2011,TRB21,Van,,1002228,,312785,90107,,100144,272138,1226,,183218,42610,980,88,266,38.49457,43.38323
2012,TRB21,Van,,1051776,,428541,127493,,99600,289558,2434,,34246,69905,1000,121,275,38.49457,43.38323
2013,TRB21,Van,,702027,,139545,139677,,108537,256135,1178,,26187,30770,656,131,239,38.49457,43.38323
2014,TRB21,Van,,807199,,147176,140116,,133028,299796,3130,,30931,53021,744,129,276,38.49457,43.38323
2015,TRB21,Van,,813963,,103773,122211,,154571,341164,1841,,21269,69135,742,111,311,38.49457,43.38323
1995,TRB22,Muþ,11.1,76685,1.5,8998,7004,9.6,2580,27066,27,340,13842,16828,,,,38.73163,41.48482
1996,TRB22,Muþ,11.1,86057,1.5,14983,15967,9.6,3223,23464,1257,887,22390,3886,,,,38.73163,41.48482
1997,TRB22,Muþ,11.1,105703,1.5,16189,24196,9.6,3648,29983,88,1068,24980,5551,,,,38.73163,41.48482
