YÝL,BOLGE_KODU,BOLGE_ADÝ,TOPLAM_URT,TOPLAM_TK,HÝDROLÝK_URT,RESMÝ_DAÝRE_TK,SANAYÝ_ÝSLETME_TK,TERMAL_URT,TÝCARETHANE_TK,MESKEN_TK,TARIMSAL_SULAMA_TK,SANTÝYE_TK,SOKAK_AYDÝNLATMA_TK,DIGER_TK,KÝSÝBASÝ_TOPLAM_TK,KÝSÝBASÝ_SANAYÝ_TK,KÝSÝBASÝ_MESKEN_TK,LAT,LON
2012,TR331,Manisa,,3445768,,114540,1741892,,336404,775511,224893,,58822,193707,2560,1294,576,38.61202,27.42647
2013,TR331,Manisa,,3658356,,106049,1856900,,484608,736557,224016,,52666,197560,2691,1366,542,38.61202,27.42647
2014,TR331,Manisa,,3833971,,41850,1955201,,515999,762209,262647,,55847,240218,2803,1429,557,38.61202,27.42647
2015,TR331,Manisa,,4069106,,86247,2137252,,543423,828345,223950,,78476,171412,2948,1548,600,38.61202,27.42647
1995,TR332,Afyonkarahisar,23,479418,1.2,11145,251014,21.8,33518,92769,23944,14576,22877,29575,,,,38.75667,30.54333
1996,TR332,Afyonkarahisar,23,499922,1.2,13409,274755,21.8,41552,102849,25823,16603,24296,635,,,,38.75667,30.54333
1997,TR332,Afyonkarahisar,21.8,544758,,14689,274775,21.8,42914,109670,26573,14803,27259,34075,,,,38.75667,30.54333
1998,TR332,Afyonkarahisar,29.8,611840,,18722,329856,29.8,49838,129530,30504,22020,27741,3629,,,,38.75667,30.54333
1999,TR332,Afyonkarahisar,21.8,632332,,19258,336623,21.8,50233,139424,33350,16841,32063,4540,,,,38.75667,30.54333
2000,TR332,Afyonkarahisar,21.8,662356,,19258,333102,21.8,56340,139424,39875,16841,32063,25453,,,,38.75667,30.54333
2001,TR332,Afyonkarahisar,24.8,638077,3,22038,334513,21.8,57536,151520,51461,19128,140,1741,,,,38.75667,30.54333
2002,TR332,Afyonkarahisar,21.8,651683,,22488,276533,21.8,64098,151740,38648,,31479,66697,,,,38.75667,30.54333
2003,TR332,Afyonkarahisar,25.2,653469,,25844,250798,25.2,73028,155744,50861,,33662,63532,,,,38.75667,30.54333
2004,TR332,Afyonkarahisar,25,697510,,31061,252657,25,85024,173052,53429,,34700,67587,,,,38.75667,30.54333
2005,TR332,Afyonkarahisar,25,800434,,28006,307719,25,96913,192837,67695,,38123,69141,,,,38.75667,30.54333
2006,TR332,Afyonkarahisar,,888464,,37791,340033,,110308,218477,59289,,34581,87985,,,,38.75667,30.54333
2007,TR332,Afyonkarahisar,,997479,,44403,357899,,117439,222791,121413,,32052,101483,1422,510,318,38.75667,30.54333
2008,TR332,Afyonkarahisar,,1061326,,34472,374199,,125091,253329,127139,,36573,110522,1522,537,363,38.75667,30.54333
2009,TR332,Afyonkarahisar,,1013420,,48995,346047,,133886,270456,92596,,36909,84531,1445,493,386,38.75667,30.54333
2010,TR332,Afyonkarahisar,,1116419,,52460,432581,,147708,276030,91318,,39538,76785,1600,620,396,38.75667,30.54333
2011,TR332,Afyonkarahisar,,1182500,,51040,449322,,191971,297393,97200,,41923,53650,1693,643,426,38.75667,30.54333
2012,TR332,Afyonkarahisar,,1283734,,35707,509820,,157461,305943,112496,,122150,40156,1824,724,435,38.75667,30.54333
2013,TR332,Afyonkarahisar,,1358985,,44623,396200,,347653,342792,136857,,50619,40241,1922,560,485,38.75667,30.54333
2014,TR332,Afyonkarahisar,,1436783,,39758,563830,,284552,326266,109204,,49247,63928,2034,798,462,38.75667,30.54333
2015,TR332,Afyonkarahisar,,1452211,,71052,608062,,245162,329852,82318,,49802,65963,2048,858,465,38.75667,30.54333
1995,TR333,Kutahya,1035.5,437505,3.8,11061,155623,1031.7,17181,99645,1512,1626,16419,134438,,,,39.42417,29.98333
1996,TR333,Kutahya,1035.5,493133,3.8,11119,217430,1031.7,25155,110308,1358,1824,18231,107708,,,,39.42417,29.98333
1997,TR333,Kutahya,1034.3,527637,2.6,12555,341285,1031.7,25386,87178,989,3141,20342,36761,,,,39.42417,29.98333
1998,TR333,Kutahya,1034.3,554249,2.6,14785,356778,1031.7,25460,122593,857,1885,31367,524,,,,39.42417,29.98333
1999,TR333,Kutahya,1034.3,574351,2.6,17657,234731,1031.7,31290,142753,1296,3779,31863,110982,,,,39.42417,29.98333
2000,TR333,Kutahya,1034.3,604343,2.6,19036,313514,1031.7,42191,145860,1446,5159,28871,48266,,,,39.42417,29.98333
2001,TR333,Kutahya,1034.3,564545,2.6,19111,282361,1031.7,36888,157536,1438,5116,32370,29725,,,,39.42417,29.98333
2002,TR333,Kutahya,1034.3,593642,2.6,20627,210127,1031.7,36753,152005,1066,,33371,139693,,,,39.42417,29.98333
2003,TR333,Kutahya,980.7,584907,2.6,16472,171787,978.1,56262,157233,1095,,33495,148563,,,,39.42417,29.98333
2004,TR333,Kutahya,980.7,654493,2.6,25265,324822,978.1,67444,163523,1715,,48895,22829,,,,39.42417,29.98333
2005,TR333,Kutahya,981.3,766346,2.6,25911,403965,978.8,82189,183645,508,,47039,23089,,,,39.42417,29.98333
2006,TR333,Kutahya,,847405,,29096,471128,,87094,203061,1069,,32176,23780,,,,39.42417,29.98333
2007,TR333,Kutahya,,872077,,30084,473829,,90400,210036,2143,,29867,35718,1494,811,360,39.42417,29.98333
2008,TR333,Kutahya,,956408,,34006,506212,,104458,229667,3303,,33398,45364,1690,895,406,39.42417,29.98333
2009,TR333,Kutahya,,1003866,,38316,470994,,101984,228604,2887,,37669,123411,1756,824,400,39.42417,29.98333
2010,TR333,Kutahya,,1165541,,43569,688348,,137825,248567,2891,,35514,8827,1974,1166,421,39.42417,29.98333
2011,TR333,Kutahya,,1323414,,50864,833058,,119820,258100,3276,,38145,20150,2345,1476,457,39.42417,29.98333
2012,TR333,Kutahya,,1365949,,42630,815812,,130445,246004,4122,,42430,84505,2382,1423,429,39.42417,29.98333
2013,TR333,Kutahya,,1351104,,19275,780742,,137255,252106,4860,,40554,116311,2362,1365,441,39.42417,29.98333
2014,TR333,Kutahya,,1365423,,38805,815567,,194114,234927,5486,,38642,37881,2389,1427,411,39.42417,29.98333
2015,TR333,Kutahya,,1351677,,71257,804626,,170608,220252,3652,,47901,33381,2365,1408,385,39.42417,29.98333
1995,TR334,Uþak,4.1,296786,,5809,184879,4.1,14275,64469,1532,887,12000,12935,,,,38.67351,29.4058
1996,TR334,Uþak,4.3,347200,,3005,228532,4.3,17965,71292,2260,1815,11372,10959,,,,38.67351,29.4058
1997,TR334,Uþak,4.8,410815,,5335,275547,4.8,24669,78181,1783,2235,14365,8700,,,,38.67351,29.4058
1998,TR334,Uþak,3.9,427582,,4807,282858,3.9,27162,81985,2378,3379,19194,5819,,,,38.67351,29.4058
1999,TR334,Uþak,2,432703,,4556,270239,2,28301,97342,2678,2744,19319,7524,,,,38.67351,29.4058
2000,TR334,Uþak,2,498005,,5728,307308,2,34800,98501,2745,4293,21770,22860,,,,38.67351,29.4058
2001,TR334,Uþak,12.2,508347,,4632,314303,12.2,28990,100533,3200,2779,21770,32140,,,,38.67351,29.4058
2002,TR334,Uþak,2,545678,,10575,354108,2,36584,97402,3260,,22738,21011,,,,38.67351,29.4058
2003,TR334,Uþak,2,587912,,8120,392552,2,36299,102700,3688,,26079,18474,,,,38.67351,29.4058
2004,TR334,Uþak,2,656222,,11488,448640,2,37837,111512,8189,,13222,25334,,,,38.67351,29.4058
2005,TR334,Uþak,,693215,,11484,457629,,39875,125606,8711,,19434,30476,,,,38.67351,29.4058
2006,TR334,Uþak,,763142,,10437,485572,,73982,130428,6401,,12564,43757,,,,38.67351,29.4058
2007,TR334,Uþak,,832051,,12996,530663,,78750,142823,9738,,10260,46821,2490,1588,427,38.67351,29.4058
2008,TR334,Uþak,,867082,,13865,542982,,81766,151556,12324,,16929,47660,2595,1625,454,38.67351,29.4058
2009,TR334,Uþak,,867172,,15285,537970,,79395,155841,16061,,21587,41031,2582,1602,464,38.67351,29.4058
2010,TR334,Uþak,,904860,,43433,572252,,83970,155800,11990,,16695,20720,2677,1693,461,38.67351,29.4058
2011,TR334,Uþak,,960296,,20549,603634,,79236,167808,10671,,22965,55433,2827,1777,494,38.67351,29.4058
2012,TR334,Uþak,,1044856,,22767,670130,,129177,166660,14904,,24490,16729,3053,1958,487,38.67351,29.4058
2013,TR334,Uþak,,1100748,,19008,704787,,147834,168714,13379,,25961,21065,3177,2034,487,38.67351,29.4058
2014,TR334,Uþak,,1266038,,19713,826247,,150036,181899,13004,,31870,43269,3623,2364,521,38.67351,29.4058
2015,TR334,Uþak,,1244748,,21565,835568,,134724,190212,14551,,26133,21995,3526,2367,539,38.67351,29.4058
1995,TR411,Bursa,280,3535501,1.2,80117,2395330,278.8,170553,544680,11031,15013,61583,257194,,,,40.19266,29.08403
1996,TR411,Bursa,280,4347377,1.2,49386,3204535,278.8,303178,646785,39977,18043,83959,1514,,,,40.19266,29.08403
1997,TR411,Bursa,317.9,4413752,1.1,92366,3040439,316.8,262772,707270,20622,25754,85813,178716,,,,40.19266,29.08403
1998,TR411,Bursa,744.5,4544886,1.1,67532,3216824,743.4,278081,737450,28882,130360,78953,6804,,,,40.19266,29.08403
1999,TR411,Bursa,2135.1,4706419,1.1,67867,3425195,2134,256530,706804,28223,128863,83125,9812,,,,40.19266,29.08403
2000,TR411,Bursa,2151.5,5640173,1,115070,4186883,2150.5,305793,774905,23484,134248,,99790,,,,40.19266,29.08403
2001,TR411,Bursa,2177.5,5366853,1,121784,3867842,2176.5,301888,796977,31076,125795,100256,21235,,,,40.19266,29.08403
2002,TR411,Bursa,2156.8,6499476,1,133715,4863638,2155.8,349319,838034,36498,,132368,145904,,,,40.19266,29.08403
2003,TR411,Bursa,2169.4,7233304,1,87420,5517970,2168.4,392030,915270,40884,,108950,170780,,,,40.19266,29.08403
2004,TR411,Bursa,2272.8,7538698,1,90506,5789216,2271.8,449572,947589,42328,,50843,168644,,,,40.19266,29.08403
2005,TR411,Bursa,2378.8,7196498,1,123756,5166135,2377.8,547442,1079401,46008,,69449,164306,,,,40.19266,29.08403
2006,TR411,Bursa,,7774004,,139974,5224520,,750076,1364741,49403,,78725,166565,,,,40.19266,29.08403
2007,TR411,Bursa,,7543531,,162561,4877772,,837191,1288870,52676,,77430,247031,3092,1999,528,40.19266,29.08403
2008,TR411,Bursa,,7972474,,147422,5221786,,836256,1376227,46738,,83667,260378,3179,2082,549,40.19266,29.08403
2009,TR411,Bursa,,7625780,,155374,4854570,,837853,1450943,61986,,57497,207557,2990,1903,569,40.19266,29.08403
2010,TR411,Bursa,,8573704,,112953,5397200,,1107150,1581839,78152,,93028,203383,3291,2071,607,40.19266,29.08403
2011,TR411,Bursa,,8975143,,50480,5595965,,1232709,1812818,93153,,105430,84588,3384,2110,684,40.19266,29.08403
2012,TR411,Bursa,,9149525,,423850,5843361,,999317,1636807,67896,,100103,78191,3404,2174,609,40.19266,29.08403
2013,TR411,Bursa,,9393491,,54364,5851201,,1648584,1610391,64150,,112339,52461,3427,2135,588,40.19266,29.08403
2014,TR411,Bursa,,9631496,,89140,5816763,,1804834,1649403,59866,,124023,87468,3455,2087,592,40.19266,29.08403
2015,TR411,Bursa,,10612187,,124552,6566486,,1443836,1721375,89411,,123519,543007,3733,2310,606,40.19266,29.08403
1995,TR412,Eskiþehir,310.4,656528,278.4,33484,363102,32,45467,159212,16593,5296,15318,18056,,,,39.77667,30.52056
1996,TR412,Eskiþehir,310.4,729544,278.4,31446,418974,32,56903,181633,18283,5686,14566,2053,,,,39.77667,30.52056
1997,TR412,Eskiþehir,310.4,885184,278.4,53113,502264,32,63162,205847,17885,7804,13535,21574,,,,39.77667,30.52056
1998,TR412,Eskiþehir,347.9,849913,278.4,30654,482432,69.5,69392,215780,19624,8928,17010,6093,,,,39.77667,30.52056
1999,TR412,Eskiþehir,344.5,862576,278.4,26864,442818,66.1,78133,235327,24856,6173,16752,31653,,,,39.77667,30.52056
2000,TR412,Eskiþehir,358.6,990663,283.5,25532,546597,75.1,82460,265340,26437,6385,16093,21819,,,,39.77667,30.52056
2001,TR412,Eskiþehir,424.8,987226,295.2,25592,531173,129.6,82787,260280,33338,5696,25854,22506,,,,39.77667,30.52056
2002,TR412,Eskiþehir,387.8,1079362,295.2,47905,600828,92.6,82539,265327,20095,,26813,35855,,,,39.77667,30.52056
2003,TR412,Eskiþehir,395.6,1328014,295.2,32398,794200,100.4,109530,275274,31889,,30260,54463,,,,39.77667,30.52056
2004,TR412,Eskiþehir,400.1,1455284,295.2,26716,903087,104.9,107182,281705,37754,,29288,69552,,,,39.77667,30.52056
2005,TR412,Eskiþehir,396.6,1480090,295.2,52031,821341,101.4,146817,323822,38844,,32738,64497,,,,39.77667,30.52056
2006,TR412,Eskiþehir,,1578062,,147271,845252,,131417,329545,39704,,52671,32202,,,,39.77667,30.52056
2007,TR412,Eskiþehir,,1715521,,103617,847777,,161576,371419,61211,,51982,117938,2367,1170,512,39.77667,30.52056
2008,TR412,Eskiþehir,,1838120,,116676,863756,,183424,402721,92160,,51686,127696,2478,1165,543,39.77667,30.52056
2009,TR412,Eskiþehir,,1734952,,105627,795870,,186909,422853,91052,,36589,96053,2297,1054,560,39.77667,30.52056
2010,TR412,Eskiþehir,,1950433,,120062,990822,,329461,394446,80365,,26652,8625,2551,1296,516,39.77667,30.52056
2011,TR412,Eskiþehir,,2158104,,99488,1173749,,277770,459003,71104,,62095,14894,2762,1502,588,39.77667,30.52056
2012,TR412,Eskiþehir,,2301403,,98602,1276365,,305863,444409,105955,,41706,28503,2914,1616,563,39.77667,30.52056
2013,TR412,Eskiþehir,,2621542,,44723,1385126,,522938,440860,116389,,48067,63439,3278,1732,551,39.77667,30.52056
2014,TR412,Eskiþehir,,2809240,,84417,1624370,,390973,490144,134888,,42158,42290,3458,2000,603,39.77667,30.52056
2015,TR412,Eskiþehir,,2868840,,60772,1671716,,469235,489766,89003,,44167,44181,3470,2022,592,39.77667,30.52056
1995,TR413,Bilecik,2.8,639133,0.3,16365,558629,2.5,6527,39007,3014,1620,7932,6039,,,,40.14192,29.97932
1996,TR413,Bilecik,2.8,665895,0.3,16759,589064,2.5,8490,38371,2431,1394,8500,886,,,,40.14192,29.97932
1997,TR413,Bilecik,89.8,918393,0.3,16959,830944,89.5,8405,48388,1461,1781,10256,199,,,,40.14192,29.97932
1998,TR413,Bilecik,129.8,1304751,0.3,16256,1215233,129.5,8774,47782,1845,2832,11281,748,,,,40.14192,29.97932
1999,TR413,Bilecik,129.8,1325846,0.3,10347,1228633,129.5,12701,57015,1911,1537,11846,1856,,,,40.14192,29.97932
2000,TR413,Bilecik,129.9,1380185,0.4,11052,1276169,129.5,13248,56990,5742,2474,12438,2072,,,,40.14192,29.97932
2001,TR413,Bilecik,129.9,1369625,0.4,11552,1268168,129.5,13248,53930,5743,2474,12438,2072,,,,40.14192,29.97932
2002,TR413,Bilecik,152,1313227,0.4,10653,1211192,151.6,13200,50448,6060,,11803,9871,,,,40.14192,29.97932
2003,TR413,Bilecik,152,1482239,0.4,7619,1348623,151.6,36333,66654,1463,,12317,9230,,,,40.14192,29.97932
2004,TR413,Bilecik,151.6,1619537,0.4,8974,1489496,151.2,33519,60597,1256,,11119,14576,,,,40.14192,29.97932
2005,TR413,Bilecik,151.5,1170555,0.4,14154,1001129,151.2,55832,66023,4950,,8685,19783,,,,40.14192,29.97932
2006,TR413,Bilecik,,1028362,,16889,878186,,39718,70721,1745,,11160,9944,,,,40.14192,29.97932
2007,TR413,Bilecik,,1202754,,10464,1038270,,44700,79050,2638,,11313,16319,5902,5095,388,40.14192,29.97932
2008,TR413,Bilecik,,962005,,14936,783307,,46785,84854,2615,,11461,18047,4980,4055,439,40.14192,29.97932
2009,TR413,Bilecik,,969858,,16011,771990,,42086,88241,2860,,17964,30704,4800,3821,437,40.14192,29.97932
2010,TR413,Bilecik,,1167249,,17680,955517,,64744,92711,3703,,14679,18215,5179,4240,411,40.14192,29.97932
2011,TR413,Bilecik,,1284686,,23979,1055131,,75421,99121,5176,,17787,8073,6302,5176,486,40.14192,29.97932
2012,TR413,Bilecik,,1196465,,20616,959380,,88399,97492,5493,,20906,4179,5862,4700,478,40.14192,29.97932
2013,TR413,Bilecik,,1274460,,17462,998733,,132835,96871,5553,,17873,5132,6101,4781,464,40.14192,29.97932
2014,TR413,Bilecik,,1371199,,9257,1068686,,144187,105771,5016,,17052,21231,6532,5091,504,40.14192,29.97932
2015,TR413,Bilecik,,1514417,,19080,1272287,,76263,108504,4535,,18938,14811,7131,5991,511,40.14192,29.97932
1995,TR422,Sakarya,10.8,553179,0.4,25185,236215,10.4,42415,157859,930,939,50319,39317,,,,40.69141,30.26738
1996,TR422,Sakarya,10.8,586631,0.4,23935,286242,10.4,58322,184272,1363,1947,29426,1124,,,,40.69141,30.26738
1997,TR422,Sakarya,10.9,666687,0.5,25223,289633,10.4,75578,196864,1837,1005,32228,44319,,,,40.69141,30.26738
1998,TR422,Sakarya,10.9,744253,0.5,5871,347057,10.4,97702,231400,3477,11272,42235,5239,,,,40.69141,30.26738
1999,TR422,Sakarya,10.9,730391,0.5,4761,250750,10.4,95089,255134,1736,13147,41128,68646,,,,40.69141,30.26738
2000,TR422,Sakarya,20.7,884085,10.3,11656,369500,10.4,134876,281734,2195,21051,52562,10511,,,,40.69141,30.26738
2001,TR422,Sakarya,20.7,860108,10.3,13284,360680,10.4,137125,273211,5239,26051,38838,5680,,,,40.69141,30.26738
2002,TR422,Sakarya,2339.8,881322,9.8,29386,376965,2330,125716,258440,2488,,37982,50345,,,,40.69141,30.26738
2003,TR422,Sakarya,2422.9,985314,9.8,44836,374736,2413.1,171632,271422,3872,,44243,74573,,,,40.69141,30.26738
2004,TR422,Sakarya,2422.9,1161139,9.8,58194,520693,2413.1,179870,310540,2946,,33857,55039,,,,40.69141,30.26738
2005,TR422,Sakarya,2422.8,1419657,9.7,40623,695490,2413.1,247327,338670,2478,,36278,58790,,,,40.69141,30.26738
2006,TR422,Sakarya,,1509498,,56060,690629,,296996,369657,3837,,38107,54213,,,,40.69141,30.26738
2007,TR422,Sakarya,,1781899,,64726,875557,,303309,427812,4932,,42441,63123,2133,1048,512,40.69141,30.26738
2008,TR422,Sakarya,,1953023,,61952,934107,,284476,461099,5506,,56880,149003,2294,1097,542,40.69141,30.26738
2009,TR422,Sakarya,,1793702,,62389,806230,,233124,472303,5577,,47941,166137,2082,936,548,40.69141,30.26738
2010,TR422,Sakarya,,1965821,,65995,944341,,262202,482576,4621,,47183,158902,2252,1082,553,40.69141,30.26738
2011,TR422,Sakarya,,2200799,,64486,1112407,,344039,517262,4836,,59298,98471,2477,1252,582,40.69141,30.26738
2012,TR422,Sakarya,,2343210,,80041,1245266,,333280,528019,6236,,52389,97978,2597,1380,585,40.69141,30.26738
2013,TR422,Sakarya,,2747786,,81314,1604031,,361654,532356,6275,,61061,101094,2995,1749,580,40.69141,30.26738
2014,TR422,Sakarya,,2795554,,69317,1611741,,369097,541233,5191,,60977,137998,2997,1728,580,40.69141,30.26738
2015,TR422,Sakarya,,3230482,,77037,2065391,,374544,583194,5888,,60374,64054,3389,2167,612,40.69141,30.26738
1995,TR423,Duzce,,158742,,,,,,,,,,,,,,40.83889,31.16389
1996,TR423,Duzce,,196986,,,,,,,,,,,,,,40.83889,31.16389
1997,TR423,Duzce,,200986,,,,,,,,,,,,,,40.83889,31.16389
1998,TR423,Duzce,,214986,,,,,,,,,,,,,,40.83889,31.16389
1999,TR423,Duzce,,244986,,1085,115104,,27106,74324,43,4007,14477,8840,,,,40.83889,31.16389
2000,TR423,Duzce,,326275,,17205,114102,,51829,118145,943,8490,13083,2478,,,,40.83889,31.16389
2001,TR423,Duzce,,322406,,7307,131122,,42270,108878,228,11850,15021,5730,,,,40.83889,31.16389
2002,TR423,Duzce,,298717,,7502,125951,,42404,97106,1050,,16355,8349,,,,40.83889,31.16389
2003,TR423,Duzce,,366052,,10417,172636,,46608,106065,279,,15637,14410,,,,40.83889,31.16389
2004,TR423,Duzce,,376059,,10570,168809,,55005,108225,134,,17047,16269,,,,40.83889,31.16389
2005,TR423,Duzce,13.6,458083,,10410,218324,13.6,65695,123564,204,,20010,19876,,,,40.83889,31.16389
2006,TR423,Duzce,,515468,,39612,232287,,65630,136821,152,,21292,19673,,,,40.83889,31.16389
2007,TR423,Duzce,,570580,,62547,238258,,67503,151413,86,,24823,25950,1765,737,468,40.83889,31.16389
2008,TR423,Duzce,,615789,,39762,289127,,70659,160896,113,,23488,31743,1874,880,490,40.83889,31.16389
2009,TR423,Duzce,,642961,,20616,323520,,71964,166023,201,,22401,38237,1918,965,495,40.83889,31.16389
2010,TR423,Duzce,,725679,,21357,394916,,80047,171722,282,,22650,34705,2146,1168,508,40.83889,31.16389
2011,TR423,Duzce,,785989,,23828,435294,,99184,183530,311,,25639,18203,2297,1272,536,40.83889,31.16389
2012,TR423,Duzce,,837616,,27872,455073,,122401,187882,401,,24579,19407,2417,1313,542,40.83889,31.16389
2013,TR423,Duzce,,896074,,28661,495665,,130026,189419,365,,28308,23630,2549,1410,539,40.83889,31.16389
2014,TR423,Duzce,,910960,,31577,491816,,136718,199404,361,,29431,21652,2562,1383,561,40.83889,31.16389
2015,TR423,Duzce,,1008937,,33959,572638,,143265,209506,411,,28473,20685,2800,1589,581,40.83889,31.16389
1995,TR424,Bolu,,565431,,10822,344984,,30290,112556,163,959,39437,26220,,,,40.73583,31.60611
1996,TR424,Bolu,,614662,,11759,402788,,39619,119600,278,10119,27461,3038,,,,40.73583,31.60611
1997,TR424,Bolu,0.1,694461,0.1,19822,363711,,51534,161960,163,3610,39437,54224,,,,40.73583,31.60611
1998,TR424,Bolu,,730288,0.1,9982,428863,,55640,150444,1036,16347,29817,38159,,,,40.73583,31.60611
1999,TR424,Bolu,0.1,469224,0.1,37740,272702,,37740,71836,729,14649,13728,20100,,,,40.73583,31.60611
2000,TR424,Bolu,0.1,517750,0.1,12224,269151,,31336,104074,711,15822,13105,71327,,,,40.73583,31.60611
2001,TR424,Bolu,0.1,404322,0.1,7724,254252,,27036,79074,511,11822,13105,10798,,,,40.73583,31.60611
2002,TR424,Bolu,0.1,491109,0.1,19337,287736,,55051,78700,563,,14905,34817,,,,40.73583,31.60611
2003,TR424,Bolu,,462334,,17941,227133,,66878,80142,932,,15777,53531,,,,40.73583,31.60611
2004,TR424,Bolu,,542512,,19402,281642,,67174,87553,436,,14201,72104,,,,40.73583,31.60611
2005,TR424,Bolu,,612093,,19956,317973,,81592,99915,473,,14027,78158,,,,40.73583,31.60611
2006,TR424,Bolu,,636663,,21404,324510,,105749,106686,1155,,14560,62600,,,,40.73583,31.60611
2007,TR424,Bolu,,692575,,26379,345211,,118435,122235,1094,,18883,60339,2561,1277,452,40.73583,31.60611
2008,TR424,Bolu,,754259,,27388,388691,,128468,125562,2038,,23118,58994,2805,1446,467,40.73583,31.60611
2009,TR424,Bolu,,720983,,32272,351481,,119551,131361,744,,27542,58031,2655,1294,484,40.73583,31.60611
2010,TR424,Bolu,,807088,,31865,447739,,86677,138637,1056,,23528,77588,2976,1651,511,40.73583,31.60611
2011,TR424,Bolu,,860459,,36405,502756,,110794,148042,962,,19290,42209,3112,1818,535,40.73583,31.60611
2012,TR424,Bolu,,901556,,37602,507953,,124585,152621,1369,,24817,52609,3207,1807,543,40.73583,31.60611
2013,TR424,Bolu,,982544,,41392,575871,,138563,156969,1465,,19231,49053,3466,2031,554,40.73583,31.60611
2014,TR424,Bolu,,1010767,,42012,570164,,150138,164674,1117,,20913,61749,3549,2002,578,40.73583,31.60611
2015,TR424,Bolu,,1056123,,27060,620556,,172409,171521,1167,,19990,43420,3628,2132,589,40.73583,31.60611
1995,TR425,Yalova,,10578,,,,,,,,,,,,,,40.65501,29.27693
1996,TR425,Yalova,,14879,,,,,,,,,,,,,,40.65501,29.27693
1997,TR425,Yalova,,174611,,2505,50766,,26414,66104,767,,13441,14614,,,,40.65501,29.27693
1998,TR425,Yalova,,595927,,15136,422693,,34349,84546,887,,24700,13616,,,,40.65501,29.27693
1999,TR425,Yalova,,550072,,2666,396641,,28658,87706,912,1903,15782,15804,,,,40.65501,29.27693
2000,TR425,Yalova,,710174,,3368,558167,,31856,91342,2692,8338,10600,3811,,,,40.65501,29.27693
2001,TR425,Yalova,,614627,,5312,456753,,33665,84631,1536,6641,12250,13839,,,,40.65501,29.27693
2002,TR425,Yalova,,675203,,28024,481209,,32845,87143,705,,10687,34590,,,,40.65501,29.27693
2003,TR425,Yalova,,754978,,22678,570818,,33883,92564,1241,,15392,18402,,,,40.65501,29.27693
2004,TR425,Yalova,,781240,,24736,585018,,43552,96405,1798,,11981,17750,,,,40.65501,29.27693
2005,TR425,Yalova,85.8,831315,,23380,580765,85.8,77866,108747,1395,,20383,18779,,,,40.65501,29.27693
2006,TR425,Yalova,,781594,,30445,528574,,61767,129197,1420,,12525,17666,,,,40.65501,29.27693
2007,TR425,Yalova,,725377,,13518,457172,,73546,129986,1611,,18618,30927,3991,2515,715,40.65501,29.27693
2008,TR425,Yalova,,715618,,36831,429535,,81696,146256,2154,,3207,15938,3625,2176,741,40.65501,29.27693
2009,TR425,Yalova,,534733,,25027,232279,,75870,148804,2122,,27064,23567,2640,1147,735,40.65501,29.27693
2010,TR425,Yalova,,777345,,31711,476663,,77738,168213,1682,,15626,5713,3815,2340,826,40.65501,29.27693
2011,TR425,Yalova,,857684,,10224,536027,,78067,155267,1708,,12567,63825,4153,2595,752,40.65501,29.27693
2012,TR425,Yalova,,874774,,52487,569335,,75854,158440,1990,,12905,3761,4130,2688,748,40.65501,29.27693
2013,TR425,Yalova,,840977,,6196,499232,,158006,159568,1710,,13885,2381,3821,2268,725,40.65501,29.27693
2014,TR425,Yalova,,869438,,5391,530170,,148785,165477,1842,,15456,2318,3838,2341,731,40.65501,29.27693
2015,TR425,Yalova,,985402,,8834,636284,,112187,168295,2580,,15744,41478,4229,2731,722,40.65501,29.27693
1995,TR51,Ankara,389.9,3407688,76,596575,679884,313.9,544095,1128239,13241,76347,239561,129746,,,,39.91987,32.85427
1996,TR51,Ankara,389.9,3673349,76,547375,1072233,313.9,570676,1226152,21203,83558,147242,4910,,,,39.91987,32.85427
1997,TR51,Ankara,389.9,4064392,76,471753,1001275,313.9,754668,1431833,30137,81596,127178,165952,,,,39.91987,32.85427
1998,TR51,Ankara,556.5,4307070,76,487026,1284350,480.5,716240,1516733,61666,70467,146426,24162,,,,39.91987,32.85427
1999,TR51,Ankara,753.5,4611020,76,568165,1117602,677.5,883082,1587044,54501,72965,105766,221895,,,,39.91987,32.85427
2000,TR51,Ankara,768.7,5005813,76,712947,1392918,692.7,872109,1772658,90543,56326,101140,7172,,,,39.91987,32.85427
2001,TR51,Ankara,814.6,4894592,113.9,626099,1255662,700.7,886172,1794711,81711,58293,163102,28842,,,,39.91987,32.85427
2002,TR51,Ankara,867,4958376,113.9,602684,1095843,753.1,888971,1787474,94321,,193097,295986,,,,39.91987,32.85427
2003,TR51,Ankara,921.1,5571286,113.9,729211,1172872,807.2,1140797,1927308,86208,,90208,424682,,,,39.91987,32.85427
2004,TR51,Ankara,1756.4,6501395,113.9,662902,1619400,1642.5,1307916,2130030,95313,,172285,513549,,,,39.91987,32.85427
2005,TR51,Ankara,1916.4,6606337,273.9,540991,1464425,1642.5,1454168,2326068,85541,,141256,593889,,,,39.91987,32.85427
2006,TR51,Ankara,,7320030,,1140082,1749336,,1565605,2482674,91104,,163691,127537,,,,39.91987,32.85427
2007,TR51,Ankara,,8135070,,1212180,1990604,,1785400,2727089,126937,,171806,121055,1821,446,611,39.91987,32.85427
2008,TR51,Ankara,,8607650,,1296159,2128513,,1919831,2890972,148901,,187969,35306,1892,468,636,39.91987,32.85427
